<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.27	19:12:00	4081.357	4081.610	4080.061	4080.061	98	0	240
2026.07.27	19:13:00	4080.125	4080.754	4079.958	4080.423	92	0	240
2026.07.27	19:14:00	4080.413	4080.659	4079.800	4080.134	90	0	240
2026.07.27	19:15:00	4080.187	4080.661	4079.660	4080.341	95	0	240
2026.07.27	19:16:00	4080.377	4080.533	4079.289	4080.023	120	0	240
2026.07.27	19:17:00	4079.993	4080.378	4079.640	4080.122	116	0	240
2026.07.27	19:18:00	4080.134	4081.599	4079.966	4081.548	116	0	240
2026.07.27	19:19:00	4081.605	4084.886	4081.248	4084.374	147	0	240
2026.07.27	19:20:00	4084.358	4088.605	4084.358	4087.770	214	0	240
2026.07.27	19:21:00	4087.708	4087.708	4084.701	4085.220	166	0	240
2026.07.27	19:22:00	4085.160	4085.996	4084.768	4085.277	110	0	240
2026.07.27	19:23:00	4085.223	4085.459	4084.351	4084.584	98	0	240
2026.07.27	19:24:00	4084.569	4085.113	4084.294	4085.062	105	0	240
2026.07.27	19:25:00	4085.115	4085.495	4084.150	4084.597	138	0	240
2026.07.27	19:26:00	4084.501	4084.595	4083.730	4084.051	114	0	240
2026.07.27	19:27:00	4084.085	4084.121	4083.335	4083.715	108	0	240
2026.07.27	19:28:00	4083.712	4084.763	4083.571	4084.582	87	0	240
2026.07.27	19:29:00	4084.699	4086.007	4084.445	4085.801	107	0	240
2026.07.27	19:30:00	4085.933	4086.456	4084.788	4085.275	153	0	240
2026.07.27	19:31:00	4085.078	4085.329	4083.623	4084.576	134	0	240
2026.07.27	19:32:00	4084.830	4085.122	4084.405	4084.614	112	0	240
2026.07.27	19:33:00	4084.611	4085.956	4084.289	4085.731	110	0	240
2026.07.27	19:34:00	4085.680	4086.231	4085.050	4085.279	100	0	240
2026.07.27	19:35:00	4085.185	4086.084	4085.021	4086.008	110	0	240
2026.07.27	19:36:00	4086.044	4086.878	4085.218	4085.620	147	0	240
2026.07.27	19:37:00	4085.620	4086.224	4085.134	4085.395	103	0	240
2026.07.27	19:38:00	4085.445	4086.053	4085.445	4085.701	93	0	240
2026.07.27	19:39:00	4085.643	4086.623	4085.309	4086.442	111	0	240
2026.07.27	19:40:00	4086.390	4087.302	4086.213	4086.465	130	0	240
2026.07.27	19:41:00	4086.463	4087.111	4085.477	4085.785	117	0	240
2026.07.27	19:42:00	4085.746	4086.096	4085.118	4085.228	83	0	240
2026.07.27	19:43:00	4085.530	4086.037	4085.197	4085.692	105	0	240
2026.07.27	19:44:00	4085.673	4087.149	4085.673	4086.734	109	0	240
2026.07.27	19:45:00	4086.807	4087.452	4086.090	4086.709	130	0	240
2026.07.27	19:46:00	4086.695	4087.610	4086.686	4087.056	95	0	240
2026.07.27	19:47:00	4087.073	4087.668	4086.518	4087.052	97	0	240
2026.07.27	19:48:00	4087.057	4088.395	4086.845	4088.147	126	0	240
2026.07.27	19:49:00	4088.315	4089.143	4087.957	4088.981	108	0	240
2026.07.27	19:50:00	4089.035	4089.333	4087.404	4087.780	195	0	240
2026.07.27	19:51:00	4087.730	4087.730	4086.065	4086.971	122	0	240
2026.07.27	19:52:00	4086.922	4086.979	4085.857	4086.077	105	0	240
2026.07.27	19:53:00	4086.380	4087.149	4086.308	4086.692	117	0	240
2026.07.27	19:54:00	4086.639	4087.684	4086.578	4087.353	116	0	240
2026.07.27	19:55:00	4087.227	4087.424	4086.101	4086.458	171	0	240
2026.07.27	19:56:00	4086.450	4087.146	4085.689	4086.022	97	0	240
2026.07.27	19:57:00	4086.026	4086.224	4084.710	4085.465	131	0	240
2026.07.27	19:58:00	4085.221	4085.523	4082.251	4083.378	190	0	240
2026.07.27	19:59:00	4083.434	4083.550	4082.836	4083.208	113	0	240
2026.07.27	20:00:00	4083.258	4084.094	4082.312	4082.348	148	0	240
2026.07.27	20:01:00	4082.592	4083.015	4082.259	4082.843	62	0	240
2026.07.27	20:02:00	4082.924	4083.935	4082.924	4083.023	98	0	240
2026.07.27	20:03:00	4083.253	4083.358	4082.279	4082.380	68	0	240
2026.07.27	20:04:00	4082.370	4082.615	4081.931	4082.349	96	0	240
2026.07.27	20:05:00	4082.296	4082.444	4081.942	4082.192	75	0	240
2026.07.27	20:06:00	4082.166	4082.299	4081.482	4081.731	84	0	240
2026.07.27	20:07:00	4081.679	4082.165	4081.532	4081.582	86	0	240
2026.07.27	20:08:00	4081.632	4081.970	4081.496	4081.970	59	0	240
2026.07.27	20:09:00	4081.739	4082.580	4081.739	4082.417	58	0	240
2026.07.27	20:10:00	4082.456	4082.746	4081.861	4082.138	77	0	240
2026.07.27	20:11:00	4082.120	4082.394	4081.718	4081.730	56	0	240
2026.07.27	20:12:00	4081.781	4082.379	4081.653	4082.019	69	0	240
2026.07.27	20:13:00	4081.651	4082.467	4081.590	4082.139	56	0	240
2026.07.27	20:14:00	4082.191	4082.360	4081.773	4082.096	83	0	240
2026.07.27	20:15:00	4082.076	4082.249	4081.259	4081.406	62	0	240
2026.07.27	20:16:00	4081.404	4081.464	4080.763	4080.763	52	0	240
2026.07.27	20:17:00	4081.019	4081.022	4080.371	4080.611	62	0	240
2026.07.27	20:18:00	4080.596	4080.863	4080.562	4080.816	40	0	240
2026.07.27	20:19:00	4080.813	4081.176	4080.658	4080.806	52	0	240
2026.07.27	20:20:00	4080.806	4080.929	4079.511	4080.284	103	0	240
2026.07.27	20:21:00	4080.226	4080.621	4079.879	4080.018	60	0	240
2026.07.27	20:22:00	4079.956	4080.215	4078.760	4079.096	58	0	240
2026.07.27	20:23:00	4078.885	4079.779	4078.885	4079.738	44	0	240
2026.07.27	20:24:00	4079.738	4080.350	4079.596	4080.059	48	0	240
2026.07.27	20:25:00	4080.138	4081.077	4079.849	4081.077	81	0	240
2026.07.27	20:26:00	4081.126	4081.394	4079.352	4079.701	84	0	240
2026.07.27	20:27:00	4079.753	4080.093	4079.371	4079.849	60	0	240
2026.07.27	20:28:00	4079.855	4080.046	4079.556	4079.675	47	0	240
2026.07.27	20:29:00	4079.709	4079.709	4078.243	4078.533	103	0	240
2026.07.27	20:30:00	4078.791	4079.069	4078.085	4078.794	84	0	240
2026.07.27	20:31:00	4078.736	4079.219	4078.439	4078.948	68	0	240
2026.07.27	20:32:00	4079.200	4079.203	4077.515	4077.902	84	0	240
2026.07.27	20:33:00	4077.961	4078.369	4077.778	4077.890	102	0	240
2026.07.27	20:34:00	4077.839	4077.920	4076.945	4077.055	100	0	240
2026.07.27	20:35:00	4077.169	4078.255	4077.169	4077.891	98	0	240
2026.07.27	20:36:00	4077.893	4078.219	4077.264	4077.476	76	0	240
2026.07.27	20:37:00	4077.700	4078.123	4076.614	4076.667	80	0	240
2026.07.27	20:38:00	4076.732	4077.003	4075.755	4076.506	87	0	240
2026.07.27	20:39:00	4076.488	4076.918	4076.136	4076.677	69	0	240
2026.07.27	20:40:00	4076.447	4077.285	4076.447	4077.129	57	0	240
2026.07.27	20:41:00	4077.197	4077.402	4076.698	4077.215	48	0	240
2026.07.27	20:42:00	4077.218	4077.236	4076.780	4077.163	37	0	240
2026.07.27	20:43:00	4077.173	4077.281	4076.805	4076.872	47	0	240
2026.07.27	20:44:00	4077.017	4077.456	4076.764	4077.270	71	0	240
2026.07.27	20:45:00	4077.161	4077.384	4076.675	4076.972	74	0	240
2026.07.27	20:46:00	4076.972	4077.067	4076.039	4076.288	67	0	240
2026.07.27	20:47:00	4076.299	4076.538	4075.902	4076.151	52	0	240
2026.07.27	20:48:00	4076.154	4076.616	4076.092	4076.571	53	0	240
2026.07.27	20:49:00	4076.572	4076.917	4076.378	4076.756	54	0	240
2026.07.27	20:50:00	4076.732	4077.151	4076.497	4077.071	51	0	240
2026.07.27	20:51:00	4076.818	4077.137	4076.811	4076.864	24	0	240
2026.07.27	20:52:00	4076.865	4077.036	4076.562	4076.805	45	0	240
2026.07.27	20:53:00	4076.828	4076.890	4075.109	4076.317	92	0	240
2026.07.27	20:54:00	4076.135	4076.781	4075.776	4076.781	63	0	240
2026.07.27	20:55:00	4076.773	4077.058	4076.112	4076.810	69	0	240
2026.07.27	20:56:00	4076.943	4077.436	4076.665	4077.037	72	0	240
2026.07.27	20:57:00	4077.104	4077.122	4076.509	4076.799	58	0	240
2026.07.27	22:00:00	4079.401	4081.641	4078.315	4081.564	39	0	480
2026.07.27	22:01:00	4081.477	4081.482	4079.217	4080.298	80	0	340
2026.07.27	22:02:00	4080.299	4080.835	4080.112	4080.234	37	0	340
2026.07.27	22:03:00	4080.240	4080.899	4079.614	4079.883	66	0	340
2026.07.27	22:04:00	4080.027	4080.657	4079.654	4080.632	56	0	260
2026.07.27	22:05:00	4080.691	4081.166	4079.724	4079.997	95	0	260
2026.07.27	22:06:00	4079.955	4080.328	4079.465	4079.734	48	0	260
2026.07.27	22:07:00	4079.733	4079.869	4079.096	4079.242	35	0	260
2026.07.27	22:08:00	4079.259	4079.471	4078.679	4079.056	58	0	260
2026.07.27	22:09:00	4079.103	4079.385	4078.751	4079.053	31	0	260
2026.07.27	22:10:00	4079.326	4079.326	4077.885	4078.209	83	0	260
2026.07.27	22:11:00	4078.146	4078.146	4076.869	4077.427	56	0	260
2026.07.27	22:12:00	4077.443	4077.862	4077.028	4077.562	47	0	240
2026.07.27	22:13:00	4077.562	4077.790	4077.243	4077.674	53	0	240
2026.07.27	22:14:00	4077.517	4077.806	4076.803	4076.919	72	0	240
2026.07.27	22:15:00	4076.983	4077.397	4076.126	4076.293	63	0	260
2026.07.27	22:16:00	4076.286	4076.725	4075.932	4076.712	51	0	240
2026.07.27	22:17:00	4076.712	4076.857	4076.194	4076.831	64	0	240
2026.07.27	22:18:00	4076.579	4076.971	4076.117	4076.676	68	0	240
2026.07.27	22:19:00	4076.680	4077.099	4076.310	4076.415	77	0	240
2026.07.27	22:20:00	4076.422	4076.739	4075.796	4076.169	71	0	240
2026.07.27	22:21:00	4076.036	4076.311	4074.971	4074.971	69	0	240
2026.07.27	22:22:00	4074.921	4075.378	4073.972	4074.291	73	0	240
2026.07.27	22:23:00	4074.118	4074.217	4072.764	4073.316	78	0	240
2026.07.27	22:24:00	4073.300	4073.300	4071.916	4072.571	78	0	240
2026.07.27	22:25:00	4072.571	4072.858	4071.047	4071.165	78	0	240
2026.07.27	22:26:00	4071.411	4071.698	4071.164	4071.698	62	0	240
2026.07.27	22:27:00	4071.700	4073.358	4071.417	4072.825	75	0	240
2026.07.27	22:28:00	4072.774	4072.774	4071.866	4072.325	58	0	240
2026.07.27	22:29:00	4072.364	4072.978	4071.534	4072.250	81	0	240
2026.07.27	22:30:00	4072.363	4073.829	4072.278	4073.802	90	0	240
2026.07.27	22:31:00	4073.843	4074.212	4073.539	4073.541	60	0	240
2026.07.27	22:32:00	4073.558	4074.051	4073.298	4073.663	60	0	240
2026.07.27	22:33:00	4073.663	4073.929	4073.329	4073.589	49	0	240
2026.07.27	22:34:00	4073.659	4074.253	4073.109	4074.161	66	0	240
2026.07.27	22:35:00	4074.163	4074.865	4074.147	4074.636	61	0	240
2026.07.27	22:36:00	4074.586	4075.043	4074.047	4074.169	76	0	240
2026.07.27	22:37:00	4074.390	4074.717	4073.634	4074.717	64	0	240
2026.07.27	22:38:00	4074.699	4074.833	4074.333	4074.539	48	0	240
2026.07.27	22:39:00	4074.788	4074.788	4073.741	4074.270	80	0	240
2026.07.27	22:40:00	4074.280	4074.518	4073.788	4074.245	57	0	240
2026.07.27	22:41:00	4074.473	4074.971	4074.183	4074.696	52	0	240
2026.07.27	22:42:00	4074.954	4074.954	4073.983	4074.596	70	0	240
2026.07.27	22:43:00	4074.596	4074.866	4074.312	4074.505	52	0	240
2026.07.27	22:44:00	4074.522	4075.048	4074.249	4074.686	49	0	240
2026.07.27	22:45:00	4074.949	4074.972	4074.010	4074.107	43	0	240
2026.07.27	22:46:00	4074.107	4074.664	4073.802	4074.346	64	0	240
2026.07.27	22:47:00	4074.365	4074.365	4073.510	4074.089	67	0	240
2026.07.27	22:48:00	4074.090	4074.391	4073.563	4073.702	72	0	240
2026.07.27	22:49:00	4073.702	4074.532	4073.702	4074.216	74	0	240
2026.07.27	22:50:00	4074.167	4074.237	4073.553	4074.237	73	0	240
2026.07.27	22:51:00	4073.988	4074.433	4073.675	4074.036	62	0	240
2026.07.27	22:52:00	4074.148	4074.224	4073.618	4074.193	58	0	240
2026.07.27	22:53:00	4074.245	4074.529	4073.876	4074.074	50	0	240
2026.07.27	22:54:00	4074.081	4074.796	4073.820	4073.904	61	0	240
2026.07.27	22:55:00	4073.904	4074.357	4073.652	4073.955	49	0	240
2026.07.27	22:56:00	4074.162	4074.746	4073.829	4074.426	68	0	240
2026.07.27	22:57:00	4074.204	4074.587	4074.072	4074.144	50	0	240
2026.07.27	22:58:00	4074.459	4074.543	4073.764	4073.959	42	0	240
2026.07.27	22:59:00	4073.976	4074.299	4073.687	4074.044	51	0	240
2026.07.27	23:00:00	4074.258	4074.258	4073.261	4073.754	71	0	240
2026.07.27	23:01:00	4073.716	4073.716	4072.981	4073.226	72	0	240
2026.07.27	23:02:00	4073.182	4073.341	4072.141	4072.693	81	0	240
2026.07.27	23:03:00	4072.658	4072.658	4071.664	4071.918	78	0	240
2026.07.27	23:04:00	4071.868	4072.802	4071.868	4072.592	72	0	240
2026.07.27	23:05:00	4072.899	4074.156	4072.741	4073.854	77	0	240
2026.07.27	23:06:00	4073.859	4074.592	4073.808	4074.123	61	0	240
2026.07.27	23:07:00	4074.173	4074.551	4073.728	4074.018	70	0	240
2026.07.27	23:08:00	4074.248	4074.600	4073.540	4074.026	77	0	240
2026.07.27	23:09:00	4074.175	4074.516	4073.647	4073.647	62	0	240
2026.07.27	23:10:00	4073.883	4074.037	4073.139	4073.373	62	0	240
2026.07.27	23:11:00	4073.175	4073.854	4073.117	4073.829	47	0	240
2026.07.27	23:12:00	4073.517	4074.289	4073.492	4073.839	55	0	240
2026.07.27	23:13:00	4073.825	4074.990	4073.825	4074.536	77	0	240
2026.07.27	23:14:00	4074.508	4075.124	4073.910	4074.117	67	0	240
2026.07.27	23:15:00	4074.119	4074.287	4073.653	4074.081	51	0	240
2026.07.27	23:16:00	4074.081	4074.371	4073.513	4073.513	54	0	240
2026.07.27	23:17:00	4073.400	4074.500	4073.367	4074.360	72	0	240
2026.07.27	23:18:00	4074.370	4074.598	4073.962	4074.286	70	0	240
2026.07.27	23:19:00	4074.226	4074.226	4072.932	4073.145	88	0	240
2026.07.27	23:20:00	4073.184	4073.908	4072.665	4072.665	88	0	240
2026.07.27	23:21:00	4072.939	4073.386	4072.810	4073.386	52	0	240
2026.07.27	23:22:00	4073.136	4073.362	4072.831	4073.125	57	0	240
2026.07.27	23:23:00	4073.125	4073.547	4072.932	4073.441	45	0	240
2026.07.27	23:24:00	4073.441	4073.689	4072.934	4073.327	67	0	240
2026.07.27	23:25:00	4073.108	4073.701	4072.885	4072.904	68	0	240
2026.07.27	23:26:00	4072.911	4073.088	4072.137	4072.547	59	0	240
2026.07.27	23:27:00	4072.540	4072.552	4072.006	4072.428	60	0	240
2026.07.27	23:28:00	4072.201	4073.101	4072.201	4072.863	51	0	240
2026.07.27	23:29:00	4072.864	4073.240	4072.519	4073.117	54	0	240
2026.07.27	23:30:00	4072.865	4072.971	4072.432	4072.806	58	0	240
2026.07.27	23:31:00	4072.785	4072.966	4072.324	4072.630	58	0	240
2026.07.27	23:32:00	4072.630	4072.997	4072.519	4072.544	41	0	240
2026.07.27	23:33:00	4072.890	4073.515	4072.445	4073.397	55	0	240
2026.07.27	23:34:00	4073.514	4073.606	4073.060	4073.320	46	0	240
2026.07.27	23:35:00	4073.613	4073.613	4072.634	4072.634	60	0	240
2026.07.27	23:36:00	4072.878	4073.177	4072.567	4072.696	58	0	240
2026.07.27	23:37:00	4072.696	4073.120	4072.425	4072.977	40	0	240
2026.07.27	23:38:00	4072.990	4073.516	4072.960	4073.516	38	0	240
2026.07.27	23:39:00	4073.264	4073.555	4072.930	4073.107	44	0	240
2026.07.27	23:40:00	4073.115	4073.246	4072.599	4072.606	42	0	240
2026.07.27	23:41:00	4072.621	4072.662	4072.078	4072.590	41	0	240
2026.07.27	23:42:00	4072.338	4072.695	4071.965	4072.311	54	0	240
2026.07.27	23:43:00	4072.555	4072.713	4072.116	4072.132	63	0	240
2026.07.27	23:44:00	4072.132	4072.218	4071.455	4072.054	72	0	240
2026.07.27	23:45:00	4072.075	4072.723	4071.101	4071.876	142	0	240
2026.07.27	23:46:00	4071.823	4072.049	4071.497	4071.537	72	0	240
2026.07.27	23:47:00	4071.548	4071.653	4070.383	4070.567	107	0	240
2026.07.27	23:48:00	4070.618	4071.501	4070.149	4070.736	110	0	240
2026.07.27	23:49:00	4070.741	4070.917	4069.884	4070.215	78	0	240
2026.07.27	23:50:00	4070.326	4071.190	4069.855	4070.992	112	0	240
2026.07.27	23:51:00	4070.918	4072.748	4070.852	4072.351	115	0	240
2026.07.27	23:52:00	4072.410	4072.928	4071.893	4072.067	82	0	240
2026.07.27	23:53:00	4072.339	4072.580	4072.024	4072.363	68	0	240
2026.07.27	23:54:00	4072.321	4072.672	4071.854	4072.096	73	0	240
2026.07.27	23:55:00	4071.861	4072.231	4071.362	4072.213	67	0	240
2026.07.27	23:56:00	4072.215	4072.867	4071.721	4072.148	86	0	240
2026.07.27	23:57:00	4072.141	4072.921	4072.061	4072.587	74	0	240
2026.07.27	23:58:00	4072.601	4072.999	4072.241	4072.686	69	0	240
2026.07.27	23:59:00	4072.824	4073.330	4072.442	4073.195	71	0	240
2026.07.28	00:00:00	4073.146	4074.288	4070.959	4071.855	320	0	240
2026.07.28	00:01:00	4071.751	4072.539	4070.778	4071.640	228	0	240
2026.07.28	00:02:00	4071.534	4071.789	4070.515	4070.773	221	0	240
2026.07.28	00:03:00	4070.823	4070.894	4068.608	4069.971	286	0	240
2026.07.28	00:04:00	4070.238	4070.289	4065.092	4065.183	216	0	240
2026.07.28	00:05:00	4065.239	4065.959	4062.379	4063.332	475	0	240
2026.07.28	00:06:00	4063.407	4064.232	4062.177	4063.307	268	0	240
2026.07.28	00:07:00	4063.250	4065.042	4061.770	4064.754	262	0	240
2026.07.28	00:08:00	4064.805	4066.922	4064.496	4065.307	328	0	240
2026.07.28	00:09:00	4065.108	4066.797	4064.858	4066.465	277	0	240
2026.07.28	00:10:00	4066.568	4067.396	4065.109	4065.533	259	0	240
2026.07.28	00:11:00	4065.804	4066.465	4064.704	4065.997	269	0	240
2026.07.28	00:12:00	4066.047	4067.640	4066.034	4066.964	237	0	240
2026.07.28	00:13:00	4066.965	4067.054	4065.480	4065.746	226	0	240
2026.07.28	00:14:00	4065.750	4067.156	4065.750	4066.921	210	0	240
2026.07.28	00:15:00	4066.848	4067.438	4065.078	4065.208	278	0	240
2026.07.28	00:16:00	4065.288	4065.402	4062.631	4062.905	178	0	240
2026.07.28	00:17:00	4062.840	4065.176	4062.263	4065.118	201	0	240
2026.07.28	00:18:00	4064.884	4065.239	4064.119	4064.680	224	0	240
2026.07.28	00:19:00	4064.683	4065.752	4063.978	4065.186	188	0	240
2026.07.28	00:20:00	4065.248	4066.074	4065.029	4065.629	189	0	240
2026.07.28	00:21:00	4065.518	4066.438	4065.194	4065.928	152	0	240
2026.07.28	00:22:00	4066.043	4066.284	4062.832	4063.123	177	0	240
2026.07.28	00:23:00	4063.082	4063.463	4060.639	4061.701	218	0	240
2026.07.28	00:24:00	4061.684	4062.012	4060.146	4060.962	235	0	240
2026.07.28	00:25:00	4060.943	4062.235	4060.547	4062.048	208	0	240
2026.07.28	00:26:00	4062.084	4062.267	4058.925	4060.054	250	0	240
2026.07.28	00:27:00	4060.056	4061.099	4059.639	4060.980	214	0	240
2026.07.28	00:28:00	4060.716	4063.242	4060.502	4062.371	233	0	240
2026.07.28	00:29:00	4062.080	4062.556	4060.946	4061.898	227	0	240
2026.07.28	00:30:00	4061.956	4063.229	4061.008	4061.309	257	0	240
2026.07.28	00:31:00	4061.291	4062.216	4060.852	4061.399	236	0	240
2026.07.28	00:32:00	4061.714	4061.853	4060.542	4060.913	205	0	240
2026.07.28	00:33:00	4060.562	4063.931	4060.562	4063.510	184	0	240
2026.07.28	00:34:00	4063.498	4064.900	4063.370	4064.065	227	0	240
2026.07.28	00:35:00	4063.955	4064.792	4063.608	4063.908	226	0	240
2026.07.28	00:36:00	4064.020	4064.303	4063.177	4063.873	249	0	240
2026.07.28	00:37:00	4063.812	4064.987	4063.658	4063.877	194	0	240
2026.07.28	00:38:00	4063.770	4064.696	4063.641	4063.851	148	0	240
2026.07.28	00:39:00	4063.844	4064.777	4063.252	4063.432	202	0	240
2026.07.28	00:40:00	4063.484	4063.850	4062.380	4062.426	182	0	240
2026.07.28	00:41:00	4062.440	4064.743	4062.238	4064.011	178	0	240
2026.07.28	00:42:00	4063.793	4066.053	4063.354	4065.956	202	0	240
2026.07.28	00:43:00	4066.008	4066.057	4064.865	4065.128	161	0	240
2026.07.28	00:44:00	4065.076	4065.829	4064.584	4065.365	181	0	240
2026.07.28	00:45:00	4065.291	4065.558	4062.727	4063.698	278	0	240
2026.07.28	00:46:00	4063.556	4063.556	4061.035	4062.304	327	0	240
2026.07.28	00:47:00	4062.020	4062.662	4061.049	4061.521	197	0	240
2026.07.28	00:48:00	4061.455	4062.148	4059.081	4059.262	274	0	240
2026.07.28	00:49:00	4059.269	4060.194	4058.786	4059.782	177	0	240
2026.07.28	00:50:00	4059.669	4060.196	4058.408	4058.953	190	0	240
2026.07.28	00:51:00	4058.937	4059.444	4058.374	4058.578	167	0	240
2026.07.28	00:52:00	4058.420	4059.911	4058.420	4058.885	187	0	240
2026.07.28	00:53:00	4059.086	4059.144	4057.725	4058.854	178	0	240
2026.07.28	00:54:00	4058.665	4059.620	4058.275	4059.437	153	0	240
2026.07.28	00:55:00	4059.627	4061.342	4059.070	4060.141	159	0	240
2026.07.28	00:56:00	4060.089	4060.338	4058.943	4059.785	139	0	240
2026.07.28	00:57:00	4059.773	4060.872	4059.399	4060.313	142	0	240
2026.07.28	00:58:00	4060.400	4060.573	4058.855	4059.319	162	0	240
2026.07.28	00:59:00	4059.450	4059.860	4057.443	4057.763	297	0	240
2026.07.28	01:00:00	4057.712	4058.956	4053.812	4057.229	1071	0	240
2026.07.28	01:01:00	4056.927	4057.646	4053.713	4055.772	860	0	240
2026.07.28	01:02:00	4055.666	4057.943	4055.377	4056.620	661	0	240
2026.07.28	01:03:00	4056.546	4059.010	4055.377	4058.346	549	0	240
2026.07.28	01:04:00	4058.398	4060.196	4057.794	4059.213	445	0	240
2026.07.28	01:05:00	4059.144	4059.647	4055.068	4056.605	577	0	240
2026.07.28	01:06:00	4056.656	4057.453	4054.753	4056.156	359	0	240
2026.07.28	01:07:00	4056.039	4058.269	4055.680	4057.207	426	0	240
2026.07.28	01:08:00	4056.917	4057.458	4055.144	4055.303	297	0	240
2026.07.28	01:09:00	4055.253	4056.390	4054.274	4055.951	324	0	240
2026.07.28	01:10:00	4056.021	4057.230	4055.265	4057.173	339	0	240
2026.07.28	01:11:00	4057.129	4057.595	4055.690	4057.423	326	0	240
2026.07.28	01:12:00	4057.444	4057.444	4054.691	4055.395	322	0	240
2026.07.28	01:13:00	4055.235	4058.086	4055.205	4056.990	327	0	240
2026.07.28	01:14:00	4056.936	4058.476	4056.544	4057.768	339	0	240
2026.07.28	01:15:00	4057.711	4058.800	4056.863	4058.279	313	0	240
2026.07.28	01:16:00	4057.967	4059.189	4055.616	4056.911	291	0	240
2026.07.28	01:17:00	4056.967	4057.658	4056.245	4056.589	262	0	240
2026.07.28	01:18:00	4056.582	4057.467	4056.389	4056.552	237	0	240
2026.07.28	01:19:00	4056.612	4057.279	4053.275	4053.537	360	0	240
2026.07.28	01:20:00	4053.595	4054.725	4052.019	4052.045	405	0	240
2026.07.28	01:21:00	4052.094	4052.281	4049.755	4051.055	421	0	240
2026.07.28	01:22:00	4051.255	4052.133	4050.469	4050.740	252	0	240
2026.07.28	01:23:00	4050.688	4051.532	4050.016	4051.367	349	0	240
2026.07.28	01:24:00	4051.098	4051.436	4048.790	4050.162	336	0	240
2026.07.28	01:25:00	4050.109	4050.230	4047.798	4049.015	406	0	240
2026.07.28	01:26:00	4048.962	4049.488	4046.211	4047.896	409	0	240
2026.07.28	01:27:00	4047.847	4049.421	4047.796	4048.799	312	0	240
2026.07.28	01:28:00	4048.856	4049.322	4047.647	4048.916	309	0	240
2026.07.28	01:29:00	4048.786	4048.786	4046.675	4047.359	266	0	240
2026.07.28	01:30:00	4047.422	4050.145	4046.686	4049.453	333	0	240
2026.07.28	01:31:00	4049.403	4050.179	4048.382	4049.152	288	0	240
2026.07.28	01:32:00	4048.949	4049.659	4047.191	4047.314	326	0	240
2026.07.28	01:33:00	4047.456	4048.072	4045.531	4045.820	335	0	240
2026.07.28	01:34:00	4045.941	4046.693	4043.289	4046.031	386	0	240
2026.07.28	01:35:00	4046.172	4048.323	4045.992	4047.840	328	0	240
2026.07.28	01:36:00	4047.714	4050.299	4047.614	4050.140	302	0	240
2026.07.28	01:37:00	4050.087	4050.524	4049.168	4049.338	263	0	240
2026.07.28	01:38:00	4049.409	4049.769	4048.567	4048.630	257	0	240
2026.07.28	01:39:00	4048.581	4049.436	4047.885	4049.273	240	0	240
2026.07.28	01:40:00	4049.383	4049.547	4048.298	4048.691	219	0	240
2026.07.28	01:41:00	4048.697	4049.543	4048.494	4048.852	220	0	240
2026.07.28	01:42:00	4048.920	4049.575	4047.781	4048.157	206	0	240
2026.07.28	01:43:00	4048.206	4048.687	4046.816	4048.018	266	0	240
2026.07.28	01:44:00	4047.908	4049.381	4047.078	4048.718	254	0	240
2026.07.28	01:45:00	4049.032	4049.032	4047.453	4047.453	187	0	240
2026.07.28	01:46:00	4047.754	4048.738	4046.905	4047.154	215	0	240
2026.07.28	01:47:00	4047.089	4047.498	4045.779	4046.918	256	0	240
2026.07.28	01:48:00	4046.845	4047.434	4046.081	4046.906	245	0	240
2026.07.28	01:49:00	4046.972	4046.972	4045.180	4046.566	246	0	240
2026.07.28	01:50:00	4046.465	4047.307	4045.795	4046.449	206	0	240
2026.07.28	01:51:00	4046.513	4046.593	4043.683	4044.146	177	0	240
2026.07.28	01:52:00	4044.037	4044.650	4042.515	4044.537	241	0	240
2026.07.28	01:53:00	4044.525	4045.169	4043.711	4044.380	230	0	240
2026.07.28	01:54:00	4044.429	4045.138	4044.172	4045.062	168	0	240
2026.07.28	01:55:00	4045.113	4045.202	4043.765	4044.484	210	0	240
2026.07.28	01:56:00	4044.550	4045.253	4043.976	4044.183	189	0	240
2026.07.28	01:57:00	4044.178	4044.953	4043.970	4044.681	192	0	240
2026.07.28	01:58:00	4044.619	4045.311	4044.227	4044.487	146	0	240
2026.07.28	01:59:00	4044.485	4045.368	4044.110	4045.233	160	0	240
2026.07.28	02:00:00	4045.189	4045.994	4043.824	4044.249	256	0	240
2026.07.28	02:01:00	4044.155	4044.969	4043.732	4044.406	204	0	240
2026.07.28	02:02:00	4044.466	4044.521	4043.045	4043.392	242	0	240
2026.07.28	02:03:00	4043.353	4043.862	4042.511	4042.902	155	0	240
2026.07.28	02:04:00	4042.851	4043.914	4042.710	4043.648	160	0	240
2026.07.28	02:05:00	4043.704	4044.477	4042.729	4042.729	179	0	240
2026.07.28	02:06:00	4042.777	4044.501	4042.351	4043.979	225	0	240
2026.07.28	02:07:00	4043.968	4044.690	4042.926	4043.432	211	0	240
2026.07.28	02:08:00	4043.481	4045.109	4043.022	4044.957	216	0	240
2026.07.28	02:09:00	4044.702	4047.040	4044.463	4046.109	206	0	240
2026.07.28	02:10:00	4046.205	4047.124	4045.764	4046.197	209	0	240
